Ульяновская область;772;1826;2077;2094;2172;4103;5171;5009;4339;;;
Уральский        федеральный округ;9490;44233;61044;69262;81299;149960;226727;193581;188940;;;
Курганская область;265;788;865;900;885;1724;2410;2328;2344;;;
Свердловская область ;2180;7654;9334;10910;13795;25347;43458;34574;28943;;;
Тюменская область;4971;28990;42104;48316;57674;107294;152618;134903;138608;;;
в том числе:;;;;;;;;;;;;
Ханты-Мансийский автономный  округ – Югра;2742;24932;36327;41414;50760;94965;134943;121368;125731;;;
Ямало-Ненецкий автономный округ;888;1160;1589;1767;1835;2798;3531;3029;2613;;;
Тюменская область    без автономных округов;1342;2899;4188;5134;5079;9532;14145;10506;10264;;;
Челябинская область;2074;6801;8741;9137;8944;15595;28240;21776;19046;;;
Сибирский      федеральный округ;11547;26185;31287;33599;36607;71507;108872;93121;88171;;;
Республика Алтай;44;119;159;156;147;222;274;184;204;;;
Республика Бурятия;300;709;825;895;826;1839;2785;2417;2204;;;
Республика Тыва;22;98;91;90;87;146;162;117;137;;;
Республика Хакасия;233;313;352;439;596;804;1622;2168;2510;;;
Алтайский край;1496;3121;3637;3885;4566;10815;12722;10394;8620;;;
Забайкальский край;1594;846;1083;1247;1108;2079;2652;2009;2094;;;
Красноярский край;2008;3533;4227;4323;4594;7856;15077;12544;12008;;;
Иркутская область;1756;4577;5118;5771;6121;11558;18048;15487;14638;;;
Кемеровская область;1553;4138;5083;5122;5231;11379;15253;12265;12609;;;
Новосибирская область ;1469;3884;4952;5385;6444;12709;20969;17077;16466;;;
Омская область;664;2852;3187;3599;3851;6871;11862;11682;10295;;;
Томская область;408;1997;2573;2688;3037;5230;7445;6776;6387;;;
Дальневосточный    федеральный округ;9998;13826;15675;16585;18562;33395;54701;46436;43915;;;
Республика Саха (Якутия);1301;1189;1323;1243;1103;2141;2863;2220;2228;;;
Камчатский край;3794;856;962;1007;1921;3178;4997;4126;4563;;;
Приморский край;1771;5510;6351;6550;7070;11661;20864;17914;16945;;;
Хабаровский край ;451;2265;2642;2777;3009;6171;11578;9316;8502;;;
Амурская область;722;733;987;1246;977;2128;3246;3196;2771;;;
Магаданская область ;706;1326;1216;1203;1255;1949;2446;1890;1795;;;
Сахалинская область;1083;1695;1872;2168;2943;5618;7957;7058;6568;;;
Еврейская автономная область;107;149;175;245;236;377;547;567;405;;;
Чукотский автономный округ;64;103;147;146;48;171;204;148;139;;;
