Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;;;;;;;;;
9. ВАЛОВОЙ РЕГИОНАЛЬНЫЙ ПРОДУКТ;;;;;;;;;;;;;;;;;;
9.1. ВАЛОВОЙ РЕГИОНАЛЬНЫЙ ПРОДУКТ ;;;;;;;;;;;;;;;;;;
 (миллионов рублей);;;;;;;;;;;;;;;;;;
;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017
Республика Северная Осетия – Алания;8363,2;12665,3;15997,5;18925,2;24268,0;31182,2;43341,2;52804,8;57707,4;64081,4;75327,4;85876,7;97448,8;118637,5;125960,5;126051,2;125196,6;128221,6
Чеченская Республика;…;…;…;…;…;22898,9;32344,4;48056,1;66273,8;64308,3;70694,9;86623,0;102289,1;122402,8;148942,1;154401,4;169380,3;178912,2
Ставропольский край;53732,4;67860,4;80534,5;101382,6;122235,4;146569,3;181675,1;222239,6;274992,0;277251,0;330790,8;396791,6;431753,4;480905,3;540796,8;621198,3;642895,3;665422,4
Приволжский федеральный округ;1036789,0;1292756,5;1483309,6;1807987,0;2284895,8;2799035,9;3513341,6;4330427,6;5324051,1;4922531,5;5709469,8;7050735,5;7864342,2;8474685,0;9185550,0;10068677,0;10326703,0;11026688,4
Республика Башкортостан;145125,0;166974,8;187842,2;242920,5;310845,1;381646,5;505205,8;590054,1;743133,4;647911,7;759203,3;941023,6;1149384,6;1163219,0;1260010,4;1316598,3;1337977,6;1396411,2
Республика Марий Эл;11207,6;15087,8;17815,3;22987,3;30085,6;33350,7;43663,7;55069,2;65765,3;69271,5;82374,4;97323,3;117201,1;125950,2;143396,1;171689,5;158716,7;169478,5
Республика Мордовия;17553,4;22089,5;27508,0;33244,0;38334,9;44267,0;57974,2;77048,8;94058,3;90862,4;105343,8;119955,2;134315,6;148705,7;173872,7;180352,3;201715,7;213287,8
Республика Татарстан;186154,4;213740,0;250596,0;305086,1;391116,0;482759,2;605911,5;757401,4;926056,7;885064,0;1001622,8;1305947,0;1437001,0;1551472,1;1661413,8;1867258,7;1933091,5;2114176,1
Удмуртская Республика;53307,4;65551,4;78346,3;89034,5;100833,1;139995,3;164848,5;205647,4;243135,5;230938,3;274578,1;335984,0;372782,7;405126,4;450548,9;517999,8;531855,8;556190,5
Чувашская Республика;22995,1;30778,5;37180,6;45133,1;59573,8;69391,6;93172,0;123453,3;155032,3;139909,5;157704,6;188785,7;217821,1;223147,9;237447,2;251307,0;260565,7;270634,6
Пермский край;124142,2;166803,4;178091,0;209275,7;266325,9;327273,3;383770,1;477794,2;607362,7;539831,5;623116,8;840101,1;860342,7;880264,4;974192,9;1063780,3;1095969,4;1191101,5
Кировская область;35795,4;41699,0;49974,2;57795,8;70706,2;79800,6;97047,1;118154,9;151116,7;146321,3;172352,0;195269,5;208505,4;224152,3;254089,4;282191,0;293082,5;307306,6
Нижегородская область;105055,9;149322,6;170826,5;206926,0;241230,4;299723,7;376180,3;473307,4;588790,8;547223,0;652805,9;770774,0;842195,5;925182,0;1009460,1;1104643,2;1160782,3;1260219,6
Оренбургская область;76343,3;85168,3;94182,5;115824,6;169876,7;213138,2;302808,4;370880,9;430023,1;413395,5;458145,4;553320,9;628563,6;717014,8;731277,7;774962,1;765333,3;823091,7
Пензенская область;25218,7;33262,6;41623,4;48111,5;59711,7;74362,7;88805,0;119104,0;147853,2;147185,1;172166,7;213401,2;239962,5;270436,8;295238,7;343328,6;348877,0;365173,0
Самарская область;140407,4;180049,3;206320,2;256554,6;327118,5;401812,2;487713,5;584968,6;699295,6;583999,9;695651,2;834149,3;937434,5;1048545,8;1149147,8;1264910,3;1270326,2;1349886,4
Саратовская область;63068,2;83665,7;97326,4;119909,0;151636,9;170930,5;204291,2;252867,2;321747,2;326370,4;376169,4;431028,0;478275,8;526178,9;566646,1;625176,8;643125,1;669091,7
Ульяновская область;30415,0;38563,6;45677,0;55184,3;67501,0;80584,4;101950,3;124676,2;150680,3;154247,4;178235,4;223672,7;240556,1;265288,7;278808,2;304479,1;325284,2;340639,2
Уральский            федеральный округ;866133,4;1120819,8;1335976,0;1659322,1;2234753,0;3091362,9;3720616,2;4236325,3;4815668,0;4360451,2;5118918,4;6314341,2;7098364,3;7568240,1;8119343,3;9063071,8;9461321,4;10677942,0
Курганская область;18705,2;25379,6;29940,8;37046,2;42470,6;50245,8;68434,5;81076,0;106223,2;107914,5;117879,5;136325,1;146045,5;167037,9;170310,3;179436,3;189790,3;200868,2
Свердловская область;156077,0;199859,1;234866,4;284576,3;364368,8;475575,5;653908,3;820792,5;923550,8;825267,4;1046600,1;1291019,1;1484879,0;1568655,2;1659783,9;1822835,0;1990836,7;2142514,3
Тюменская область;570790,2;753119,2;898722,4;1117514,4;1536733,7;2215584,4;2551355,4;2758813,1;3121401,3;2870284,0;3301573,3;4112596,0;4625467,5;4950207,4;5295348,5;5851557,8;6009561,3;6985994,8
в том числе:;;;;;;;;;;;;;;;;;;
Ханты-Мансийский автономный округ – Югра;403822,2;497981,4;552483,5;717219,7;956196,5;1399335,9;1594097,1;1728340,2;1937159,1;1778637,1;1971870,5;2440432,6;2703558,8;2729122,4;2860498,9;3154058,7;3068148,5;3511127,5
Ямало-Ненецкий автономный округ;117100,8;184315,9;262447,4;283181,2;355718,4;441721,8;546365,8;594678,6;719397,0;649640,0;782214,9;966110,4;1191271,9;1375878,8;1633382,2;1791825,6;2025508,1;2461442,8
Тюменская область без автономных округов;;;;;;;;;;;;706053,0;730636,8;845206,2;801467,4;905673,5;915904,7;1013424,5
Челябинская область;120561,0;142461,9;172446,4;220185,2;291179,9;349957,2;446918,0;575643,7;664492,7;556985,3;652865,5;774401,0;841972,3;882339,6;993900,6;1209242,7;1271133,1;1348564,7
Сибирский           федеральный округ;687070,8;844142,2;991736,7;1209596,7;1631782,5;1951299,4;2442999,2;2990665,1;3442209,8;3391088,1;4131394,4;4802933,8;5186808,5;5540596,2;6134022,4;6821592,7;7096603,0;7757655,3
Республика Алтай;2737,5;4499,4;5310,6;6903,9;8516,7;8805,8;11609,4;15108,5;18701,0;19911,6;22393,7;26380,8;30444,6;33313,5;39191,9;42165,7;44264,7;44571,9
Республика Бурятия;21574,5;30075,1;37884,5;52253,7;63918,5;74912,9;91712,4;107442,0;124738,5;121187,7;133525,6;153624,1;164737,8;176888,9;186492,9;202823,4;198230,1;201559,8
Республика Тыва;3594,1;5197,2;6847,4;8121,2;9838,5;11662,5;15146,8;19384,2;23870,5;26921,9;30772,8;33398,9;37369,1;41298,7;45947,9;47289,6;52769,4;59094,8
Республика Хакасия;17418,1;20041,0;25423,3;28969,2;33102,9;41727,5;53689,3;63722,0;72308,8;81019,9;96039,8;113088,1;130638,5;141850,5;158372,8;170413,1;196321,7;207579,1
Алтайский край;46736,8;61854,4;73107,4;88733,3;114840,5;135686,4;173810,5;223563,4;259343,1;265613,3;302900,7;332117,8;368995,2;416110,3;446023,8;487903,3;501889,3;508756,0
Забайкальский край;30024,6;35139,2;44555,8;53145,5;61261,8;69647,1;90732,1;110822,4;140302,0;148587,9;166742,5;203869,0;223968,8;229239,4;234840,8;247666,2;277100,5;300651,1
Красноярский край;214662,7;239420,0;230994,9;272727,0;365454,1;439736,9;585881,9;734154,8;737950,5;749194,8;1055525,0;1170827,3;1183228,0;1256934,1;1410719,9;1667041,1;1745743,2;1882315,9
Иркутская область;103013,8;120240,0;140195,9;167927,1;213244,2;258095,5;330834,3;402654,7;438852,4;458774,9;546141,0;634561,4;737971,6;805197,5;916317,5;1001717,6;1066420,7;1192080,3
Кемеровская область;88728,1;113800,2;136156,7;164903,1;244462,0;295378,4;342210,6;437790,2;575901,9;512408,0;625914,9;751198,4;718320,4;667950,5;752024,0;843345,4;865325,3;1058113,6
Новосибирская область;72012,7;95298,9;123084,5;153798,9;191826,7;235381,8;296064,5;365531,2;453574,6;425400,2;484141,3;598563,5;728154,0;817516,7;911219,0;1021642,9;1046879,0;1140863,0
Омская область;46028,4;61535,7;92628,7;115029,5;192877,3;220686,1;262506,7;296004,7;347760,3;336259,6;382620,4;451418,8;491507,6;551734,0;602605,1;618127,7;621502,8;651044,7
Томская область;40539,5;57041,1;75547,0;97084,3;132439,3;159578,5;188800,7;214487,0;248906,2;245808,3;284676,7;333885,7;371472,9;402562,1;430266,8;471456,7;480156,3;511025,1
Дальневосточный федеральный округ;308801,5;391749,7;471105,9;561093,6;678448,4;826421,7;999073,1;1277126,7;1534867,9;1730519,2;2110720,6;2532572,2;2702292,0;2833435,8;3213517,7;3583373,0;3708311,7;3878320,3
Республика Саха (Якутия);81960,4;100922,4;115117,1;132964,1;153496,7;183027,0;206845,0;242656,5;309518,3;328201,7;386825,1;486830,9;541306,8;570284,7;658140,4;747601,7;862694,6;916578,6
Камчатский край;18140,7;23031,7;25881,9;29747,0;35139,3;43974,3;56119,8;66076,8;77854,3;94643,2;103123,2;114375,9;127412,7;133364,0;145761,3;175404,8;197067,5;201643,7
Приморский край;62088,5;72826,1;96832,3;119333,7;152301,1;186623,3;215934,4;259041,4;316581,9;368996,7;470679,2;549722,8;557489,3;577473,9;642423,0;717609,9;739244,3;777833,5
Хабаровский край;64794,8;79891,5;101048,6;116318,1;133330,5;161194,4;194259,6;231293,2;269178,6;276895,4;353590,3;399594,2;437994,3;498067,2;539338,4;595792,3;627406,5;665988,2
Амурская область;26315,2;39052,8;45717,5;53199,9;64250,2;76861,2;95090,9;111761,2;131563,7;151118,6;178689,6;225401,7;229407,1;210700,9;232053,0;277380,5;271096,5;266055,8
Магаданская область;13009,5;17151,6;22374,8;24325,9;24612,3;27167,8;31203,2;35314,4;42053,8;47895,9;59619,7;72174,2;78417,9;88905,9;96936,8;125798,3;148387,2;157626,4
Сахалинская область;34777,0;47140,1;47139,8;63139,2;91729,6;121014,1;166105,4;286273,0;333581,6;392380,1;487659,5;600247,9;641886,4;671743,6;799165,4;837495,2;748695,8;771224,2
Еврейская автономная область;3784,0;4788,9;6838,5;8564,6;11230,9;14204,2;17976,8;23726,1;23977,0;25320,0;31555,9;39467,0;42743,6;38428,7;41948,1;44554,8;46014,5;52640,9
Чукотский автономный округ;3931,4;6944,6;10155,4;13501,1;12357,8;12355,4;15538,0;20984,1;30558,7;45067,6;38978,1;44757,6;45633,9;44466,9;57751,3;61735,5;67704,8;68729,0
