Республика Тыва;21;22;1;-;-;-;-;-;-;-;6;5;2;3;;;;
Республика Хакасия;47;36;-;-;36;24;26;90;86;81;77;58;55;62;;;;
Алтайский край;63;57;74;161;141;140;97;22;97;88;137;72;40;58;;;;
Красноярский край;55;174;163;156;185;149;152;156;163;121;112;164;303;304;;;;
Иркутская область;48;22;16;11;9;5;30;7;7;8;23;62;49;40;;;;
Кемеровская область;45;40;40;45;53;57;62;74;75;77;75;72;55;112;;;;
Новосибирская область;78;232;220;163;127;126;117;118;113;102;86;69;76;62;;;;
Омская область;9;9;12;10;2;2;3;11;6;15;15;28;4;30;;;;
Томская область;-;-;-;10;23;26;34;36;9;14;14;19;12;23;;;;
Дальневосточный   федеральный округ;1984;1716;1743;1821;2014;2146;2063;1962;1552;1484;2542;1549;1278;1521;;;;
Республика Бурятия;147;136;135;26;159;272;244;247;248;226;205;197;190;190;;;;
Республика Саха (Якутия);39;35;26;36;37;34;32;30;28;26;21;24;41;42;;;;
Забайкальский край;-;-;-;28;-;-;8;10;5;4;3;4;3;3;;;;
Камчатский край;105;111;116;123;121;116;93;95;95;95;84;78;-;191;;;;
Приморский край;451;438;408;615;655;666;326;378;444;448;429;336;253;316;;;;
Хабаровский край;74;52;158;88;60;95;468;297;18;14;1134;289;263;213;;;;
Амурская область;31;-;-;16;-;-;-;-;-;4;4;4;16;12;;;;
Магаданская область;419;347;303;297;287;267;250;215;173;152;137;107;102;101;;;;
Сахалинская область;718;579;582;577;668;641;574;619;468;441;460;448;347;398;;;;
Еврейская автономная область;-;18;15;15;27;55;68;71;73;74;65;62;63;54;;;;
Чукотский автономный округ;-;-;-;-;-;-;-;-;-;-;-;- ;-;-;;;;
___________;;;;;;;;;;;;;;;;;;
"1) Данные за 2005-2016 гг. приведены в соответствии с Общероссийским классификатором видов экономической деятельности ОК 029-2007 (КДЕС Ред. 1.1) ОКВЭД-2007; данные с 2017 г. - в соответствии с Общероссийским классификатором видов экономической деятельности ОК 029-2014 (КДЕС Ред. 2) ОКВЭД2.";;;;;;;;;;;;;;;;;;
