СОЦИАЛЬНО-ЭКОНОМИЧЕСКИЕ ПОКАЗАТЕЛИ РОССИЙСКОЙ ФЕДЕРАЦИИ В 1991-2017 гг.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ПОКАЗАТЕЛИ ;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;
10. СИСТЕМА НАЦИОНАЛЬНЫХ СЧЕТОВ*);;;;;;;;;;;;;;;;;;;;;;;;;;;;
Показатели национальных счетов;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Строительство;;;;;;;;;;;;2708,6;3287,1;2895,2;3056,7;3435,6;5298,4;5045,2;4866,8;6187,1;5196,1;7026,3;6904,7;0,0;0,0;0,0;;
"Оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования";;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;
Гостиницы и рестораны;;;;;;;;;;;;-;-;-;-;-;-;-;-;2252;2676,5;14601,6;16246,6;18450,8;14150,7;16750,3;;
Транспорт и связь;;;;;;;;;;;;…;…;…;4731,9;5226,2;5288,9;8270,9;18690,2;23599,4;12078,7;14899,1;19185,1;35125,6;37045,4;26583,5;;
Финансовая деятельность;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;
Операции с недвижимым имуществом, аренда и предоставление услуг;;;;;;;;;;;;54588,8;68723,6;82026,8;86135,1;114355,5;123309,8;140186,9;147682,6;182782,0;420575,3;501697,0;603328,9;637736,7;652614,7;636917,3;;
"Государственное управление и обеспечение военной безопасности; социальное страхование";;;;;;;;;;;;478148,7;632732,0;802513,8;959089,9;1189163,1;1466357,0;1884401,2;2203213,3;2423548,6;3631807,6;4555153,6;5201331,2;5533093,3;5819068,8;6304134,2;;
Образование;;;;;;;;;;;;222509,0;250240,8;319123,3;392386,0;494804,8;616020,4;784848,3;932338,0;1071139,1;1250236,8;1336036,7;1527880,0;1645386,4;1700767,5;1744311,1;;
Здравоохранение и предоставление социальных услуг;;;;;;;;;;;;239912,6;271425,5;352233,1;424566,5;600652,7;763713,5;966961,0;1101384,3;1254191,3;1511003,0;1692640,6;2024225,7;2341202,3;2378190,6;2488862,0;;
Предоставление прочих коммунальных, социальных и персональных услуг;;;;;;;;;;;;25695,5;31579,2;40159,2;50329,8;63578,0;80352,4;103943,9;125856,7;199861,5;272769,0;316803,9;357048,6;416935,7;461089,7;468746,6;;
Деятельность домашних хозяйств;;;;;;;;;;;;;;;;;;;;-;-;-;-;-;-;-;;
Итого в основных ценах;;;;;;;;;;;;1032991,3;1269000,5;1613740,9;1933572,9;2486790,7;3079411,9;3915455,3;4563027,0;5191304,0;7138851,0;8491985,3;9810340,2;10686199,6;11121142,5;11743427,0;;
"Сектор ""Домашние хозяйства""";;;;;;;;;;;;;;;;;;;;;;;;;;;;
Сельское хозяйство, охота и лесное хозяйство;;;;;;;;;;;;386747,1;404905,9;432658,8;498959,2;553665,0;615575,3;766319,0;861357,4;924995,1;1163413,2;1174553,8;1311793,0;1499115,4;1754725,4;1787069,9;;
Рыболовство, рыбоводство;;;;;;;;;;;;4768,4;5704,3;3797,2;6692,6;6684,0;6826,6;7921,9;10999,8;9792,2;10167,4;11159,0;11875,3;13234,4;15996,5;16429,8;;
Добыча полезных ископаемых;;;;;;;;;;;;970,2;1192,5;147,6;450,6;720,8;1100,5;184,2;113,8;217,5;251,4;293,2;168,7;184,4;457,1;470,6;;
Обрабатывающие производства;;;;;;;;;;;;82291,4;41832,1;37105,1;64792,8;74985,3;100429,7;105873,2;81348,0;95685,7;64311,9;89896,9;108271,2;95344,2;155166,9;148033,6;;
Производство и распределение электроэнергии, газа и воды;;;;;;;;;;;;…;…;1498,0;405,1;353,5;290,6;272,8;300,3;468,1;479,0;542,2;554,8;488,6;798,0;792,0;;
Строительство;;;;;;;;;;;;45920,5;55137,1;76557,5;93336,9;102934,7;143050,3;179672,6;191177,5;193464,9;204592,6;236071,7;256301,4;308913,8;373233,7;384007,6;;
"Оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования";;;;;;;;;;;;517841,9;572993,1;700882,7;861903,3;1096240,6;1243599,2;1238869,6;1389066,6;1295218,4;1541083,0;1690095,0;1760298,8;1703379,7;1755933,0;1701476,5;;
Гостиницы и рестораны;;;;;;;;;;;;17140,1;11555,5;18888,5;32173,8;49511,1;79090,6;96749,0;98538,6;96828,4;114196,4;119722,8;124920,7;130408,5;161120,1;160261,7;;
Транспорт и связь;;;;;;;;;;;;48950,5;55702,3;55514,4;68396,6;94562,8;133990,0;176582,8;190136,1;231535,0;260173,2;315059,1;323793,3;378913,7;429519,5;465988,0;;
Финансовая деятельность;;;;;;;;;;;;-;-;-;-;-;-;-;-;19009;19514,3;21536,1;35363,3;36715,1;35654,7;42815,0;;
Операции с недвижимым имуществом, аренда и предоставление услуг;;;;;;;;;;;;131116,7;130592,5;290621,4;397148,0;489593,3;569356,1;660641,7;727860,7;1034903,4;4027425,6;4631993,6;4889308,9;5043235,0;5354266,6;5623210,4;;
"Государственное управление и обеспечение военной безопасности; социальное страхование";;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;
Образование;;;;;;;;;;;;6600,8;8607,5;10289,6;14413,3;18747,8;24506,2;21902,4;25427,3;25319,2;33085,7;72358,8;81590,7;87480,5;103499,9;104610,6;;
Здравоохранение и предоставление социальных услуг;;;;;;;;;;;;18141,9;16688,9;19355,0;23696,4;28886,5;25779,2;27502,0;29376,0;27828,2;34555,5;51777,0;58184,2;60348,8;69919,9;74361,0;;
Предоставление прочих коммунальных, социальных и персональных услуг;;;;;;;;;;;;4800,1;8640,0;10822,5;18485,9;21465,7;26031,2;34427,3;42586,1;50327,0;59711,0;109080,8;128642,7;138585,7;192111,7;197544,3;;
Деятельность домашних хозяйств;;;;;;;;;;;;;;;;;;;;46,6;338573,0;375849,0;406093,2;436077,0;482588,4;506278,7;;
Итого в основных ценах;;;;;;;;;;;;1265289,5;1313551,8;1658138,2;2080854,4;2538351,2;2969625,7;3316918,6;3648288,3;4005638,5;7871533,2;8899989,0;9497160,2;9932424,8;10884991,4;11213349,7;;
"Сектор ""Некоммерческие организации, обслуживающие домашние хозяйства""";;;;;;;;;;;;;;;;;;;;;;;;;;;;
Сельское хозяйство, охота и лесное хозяйство;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;
Рыболовство, рыбоводство;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;
Добыча полезных ископаемых;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;
Обрабатывающие производства;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;
Производство и распределение электроэнергии, газа и воды;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;
Строительство;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;
"Оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования";;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;
Гостиницы и рестораны;;;;;;;;;;;;4382,3;4816,8;3787,1;6229,4;6722,1;7262,1;8045,4;6320;5453,7;5568,5;6172,5;5516,5;5079,5;5159,2;5475,3;;
Транспорт и связь;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;
Финансовая деятельность;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;
Операции с недвижимым имуществом, аренда и предоставление услуг;;;;;;;;;;;;2221,2;2896,5;3211,9;1037,9;1361,7;1158,5;1169,6;19932;21051,4;20300,2;22087,6;22587,3;24855,7;27461,1;29387,3;;
"Государственное управление и обеспечение военной безопасности; социальное страхование";;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;
Образование;;;;;;;;;;;;7312,7;8386,2;5777,1;5453,0;4378,5;3673,8;4053,4;6553;7013,5;6559,4;6915,4;7451,3;7418,6;7660,3;8722,1;;
Здравоохранение и предоставление социальных услуг;;;;;;;;;;;;11604,8;13008,2;16649,8;10944,0;12670,5;13760,4;13880,3;11234;11324,7;12655,7;13117,5;13021,9;14476,4;13095,3;13734,7;;
Предоставление прочих коммунальных, социальных и персональных услуг;;;;;;;;;;;;50877,6;58406,7;53908,7;52145,5;58768,3;62426,8;74091,1;69635;72898,7;75804,8;84014,8;89504,0;102582,5;112789,7;123219,4;;
Деятельность домашних хозяйств;;;;;;;;;;;;;;;;;;;;-;-;0,0;0,0;0,0;0,0;0,0;;
Итого в основных ценах;;;;;;;;;;;;76398,7;87514,4;83334,6;75810,0;83901,1;88281,7;101239,8;113673,9;117742,0;120888,6;132307,7;138081,0;154412,7;166165,6;180538,8;;
"Оплата труда наемных работников (в текущих ценах; миллионов рублей)";;;;;;;;;;;;;;;;;;;;;;;;;;;;
В соответствии с Общероссийским классификатором видов экономической деятельности  ОК 029-2007 (Кдес Ред.1.1) ОКВЭД;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Сельское хозяйство, охота и лесное хозяйство;;;;;;;;;;;;170547,8;198098,1;218284,7;192067,0;218106,8;267127,1;345337,7;356260,3;336193,2;420458,7;457969,1;495554,8;557031,6;628648,5;703795,8;;
Рыболовство, рыбоводство;;;;;;;;;;;;8167,5;10109,4;10578,7;15280,5;17436,3;26766,8;30199,7;34246,9;32660,1;36303,0;41129,9;51408,7;52175,8;61460,1;65911,3;;
Добыча полезных ископаемых;;;;;;;;;;;;229261,9;264610,1;318459,7;342858,2;413503,3;491823,2;568354,1;550831,5;604913,3;724178,1;822254,7;917604,4;974468,7;1081942,0;1172373,2;;
Обрабатывающие производства;;;;;;;;;;;;801187,6;1006180,0;1169387,7;1254637,9;1488098,4;1903966,2;2308673,4;2138168,2;2375546,6;2829601,1;3198073,3;3549999,8;3750540,2;4034973,4;4162142,3;;
Производство и распределение электроэнергии, газа и воды;;;;;;;;;;;;175917,4;214964,0;259843,2;314943,4;377335,9;469788,6;548861,1;631914,9;688120,6;816723,6;890781,9;972955,8;1036396,9;1097622,4;1168269,1;;
Строительство;;;;;;;;;;;;310790,3;285948,6;377910,1;481707,6;545593,5;773660,3;1056655,3;975246,8;1082538,7;1450208,0;1626172,0;1653542,4;1682686,0;1851922,7;2016337,6;;
"Оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования";;;;;;;;;;;;195068,4;290308,7;439454,3;549634,8;718445,2;1123407,7;1740237,1;1416532,7;2074476,1;2838494,8;2997671,2;3043749,8;3429667,6;3655603,1;4063150,9;;
Гостиницы и рестораны;;;;;;;;;;;;34013,5;35077,2;48046,5;49963,9;66501,7;92010,1;124200,2;124694,4;169108,2;183970,1;210438,7;228840,4;250192,7;273752,1;302430,4;;
Транспорт и связь;;;;;;;;;;;;387465,0;521372,4;678607,9;783737,3;898679,3;1056713,3;1311127,4;1384570,0;1355615,2;1846503,9;2018790,6;2291259,0;2328715,5;2465708,0;2534710,6;;
Финансовая деятельность;;;;;;;;;;;;140474,9;179951,5;209982,7;299190,7;405771,8;544853,5;697547,7;646331,5;763112,2;910369,0;1061508,5;1173724,1;1245694,1;1241714,6;1349396,3;;
Операции с недвижимым имуществом, аренда и предоставление услуг;;;;;;;;;;;;269817,6;366506,8;430954,8;628855,8;791862,3;1089033,2;1502582,3;1639620,2;1646759,8;1928748,6;2215681,1;2618334,1;2867065,2;3223792,6;3498967,5;;
"Государственное управление и обеспечение военной безопасности; социальное страхование";;;;;;;;;;;;466323,0;618803,2;768720,8;920181,5;1146478,7;1414237,6;1818345,1;2108149,3;2333640,7;2568423,0;3234344,7;3647900,7;3870133,5;3920099,8;4042551,7;;
Образование;;;;;;;;;;;;251214,9;287071,3;346787,4;434410,3;556281,7;692649,2;878303,8;1021705,6;1106626,1;1261916,9;1355806,0;1530599,0;1633036,0;1668429,1;1732082,5;;
Здравоохранение и предоставление социальных услуг;;;;;;;;;;;;271543,3;311596,1;401740,9;477434,3;667696,5;848678,2;1071139,3;1210173,3;1324548,0;1574410,3;1776294,4;2101758,6;2429119,1;2507974,1;2629345,3;;
Предоставление прочих коммунальных, социальных и персональных услуг;;;;;;;;;;;;104307,5;144390,6;171177,3;178363,5;224114,2;281399,7;358196,8;383168,7;469759,9;529849,3;587396,4;675957,6;744176,5;831540,6;862718,7;;
Деятельность домашних хозяйств;;;;;;;;;;;;;;;;;;;;17,3;338517,0;375849,0;406093,0;436077,0;482588,4;506278,7;;
Итого  по видам деятельности;;;;;;;;;;;;3816100,6;4734988,0;5849936,7;6923266,7;8535905,6;11076114,7;14359761,0;14621614,4;16363636,0;20258675,4;22870161,5;25359282,2;27287176,4;29027771,5;30810461,9;;
Кроме того, оплата труда  и смешанные доходы, не наблюдаемые прямыми статистическими методами,    рассчитанные на основе баланса (без распределения по видам экономической деятельности);;;;;;;;;;;;1249000,0;1496400,0;1995100,0;2551000,0;3450000,0;4450000,0;5200000,0;5790000,0;6632000,0;6128000,0;7331000,0;8433000,0;10100000,0;9670000,0;10131000,0;;
 Всего, включая оплату труда и смешанные доходы, не наблюдаемые прямыми статистическими методами ;;;;;;;;;;;;5065100,6;6231388,0;7845036,7;9474266,7;11985905,6;15526114,7;19559761,0;20411614,4;22995636,0;26386675,4;30201161,5;33792282,2;37387176,4;38697771,5;40941461,9;;
В соответствии с Общероссийским классификатором видов экономической деятельности ОК 029-2014 (КДЕС Ред.2) ОКВЭД2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Сельское, лесное хозяйство, охота, рыболовство и рыбоводство;;;;;;;;;;;;;;;;;;;;;;;;;;;828044,7;
Добыча полезных ископаемых;;;;;;;;;;;;;;;;;;;;;;;;;;;1290267,8;
Обрабатывающие производства;;;;;;;;;;;;;;;;;;;;;;;;;;;4424307,2;
"Обеспечение электрической энергией, газом и паром; кондиционирование воздуха";;;;;;;;;;;;;;;;;;;;;;;;;;;1117882,8;
"Водоснабжение; воотведение, организация сбора и утилизации отходов, деятельность по ликвидации загрязнений";;;;;;;;;;;;;;;;;;;;;;;;;;;249556,2;
Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;2136605,8;
"Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов";;;;;;;;;;;;;;;;;;;;;;;;;;;4527065,6;
Транспортировка и храние;;;;;;;;;;;;;;;;;;;;;;;;;;;2285165,2;
Деятельность гостиниц и предприятий общественного питания;;;;;;;;;;;;;;;;;;;;;;;;;;;336445,1;
Деятельность в области информации и связи;;;;;;;;;;;;;;;;;;;;;;;;;;;991184,7;
Деятельность финансовая и страховая;;;;;;;;;;;;;;;;;;;;;;;;;;;1316330,2;
Деятельность по операциям с недвижимым имуществом;;;;;;;;;;;;;;;;;;;;;;;;;;;704956,2;
Деятельность профессиональная, научная и техническая;;;;;;;;;;;;;;;;;;;;;;;;;;;1996314,3;
Деятельность административная и сопутствующие дополнительные услуги;;;;;;;;;;;;;;;;;;;;;;;;;;;695763,3;
"Государственное управление и обеспечение военной безопасности;  социальное отрахование";;;;;;;;;;;;;;;;;;;;;;;;;;;4150883,2;
Образование;;;;;;;;;;;;;;;;;;;;;;;;;;;1903637,8;
Деятельность в области здравоохранения и социальных услуг;;;;;;;;;;;;;;;;;;;;;;;;;;;2761707,7;
Деятельность в области культуры, спорта, организации досуга и развлечений;;;;;;;;;;;;;;;;;;;;;;;;;;;552730,6;
Предоставление прочих видов услуг;;;;;;;;;;;;;;;;;;;;;;;;;;;267386,6;
"Деятельность домашних хозяйств как работодателей; недифференцированная деятельность частных домашних хозяйств по производству товаров и оказанию услуг для собственного потребления ";;;;;;;;;;;;;;;;;;;;;;;;;;;516991,5;
"Другие чистые налоги на производство (в текущих ценах; миллионов рублей)";;;;;;;;;;;;;;;;;;;;;;;;;;;;
В соответствии с Общероссийским классификатором видов экономической деятельности  ОК 029-2007 (Кдес Ред.1.1) ОКВЭД;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Сельское хозяйство, охота и лесное хозяйство;;;;;;;;;;;;-5830,2;-10526,7;-8066,9;3152,8;4479,9;99,7;-18262,9;-53688,0;-19289,8;-57201,3;-51312,3;-20169,6;-76565,3;-50863,0;-48825,4;;
Рыболовство, рыбоводство;;;;;;;;;;;;504,5;104,1;2004,9;1029,9;381,0;590,6;457,2;634,2;2163,3;1050,0;2093,0;1424,3;1378,3;3952,7;9271,4;;
Добыча полезных ископаемых;;;;;;;;;;;;308179,3;349798,7;533233,3;919798,3;1114660,2;1018875,6;1437137,2;910635,0;1206552,0;67510,0;66299,4;79271,5;85497,5;98728,9;109160,7;;
Обрабатывающие производства;;;;;;;;;;;;86764,6;35889,5;53343,7;46806,0;97474,3;265099,3;381126,4;257971,5;332092,9;88791,0;104029,1;124767,9;92017,8;83740,9;87021,9;;
Производство и распределение электроэнергии, газа и воды;;;;;;;;;;;;31360,9;22547,0;20514,3;22210,7;22851,7;32404,8;44442,4;45709,0;55415,1;58099,0;63908,9;76085,9;79762,3;83545,5;94026,1;;
Строительство;;;;;;;;;;;;14443,8;4180,3;5240,1;4368,5;5203,8;9069,6;9400,2;6442,3;7975,6;19044,0;19856,0;20613,1;20871,3;20029,2;22578,1;;
"Оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования";;;;;;;;;;;;44920,2;30881,0;25823,1;39893,9;52162,2;68091,5;76916,5;59165,7;67726,2;58221,0;85176,8;100998,5;99254,8;108273,3;130001,4;;
Гостиницы и рестораны;;;;;;;;;;;;2276,4;880,8;1005,9;914,1;1143,5;1805,1;2078,3;2195,6;2861,5;3051,0;3283,1;4288,5;5330,7;5738,1;5821,7;;
Транспорт и связь;;;;;;;;;;;;56586,0;39515,9;29780,1;50484,1;61728,6;61391,0;73275,3;75490,4;89832,4;73302,0;86090,5;100380,8;77732,2;129985,2;149406,1;;
Финансовая деятельность;;;;;;;;;;;;22838,7;21378,2;21073,3;36228,0;49962,5;64200,7;71620,1;70988,3;80564,2;99085,0;120945,4;123433,9;120838,6;120400,0;106346,9;;
Операции с недвижимым имуществом, аренда и предоставление услуг;;;;;;;;;;;;32386,8;27663,0;23105,2;25721,2;30693,6;39777,9;35498,1;50103,9;51730,6;57486,0;66240,2;83543,4;90472,3;114439,8;136040,2;;
"Государственное управление и обеспечение военной безопасности; социальное страхование";;;;;;;;;;;;789,6;767,2;339,6;431,9;405,1;605,7;681,4;24642,4;19717,0;19700,0;26885,3;26830,8;32295,8;32376,4;29671,0;;
Образование;;;;;;;;;;;;1059,7;358,7;342,3;276,8;315,0;406,7;516,0;24506,9;26753,2;32245,0;37508,2;40801,2;44581,0;44711,3;41081,6;;
Здравоохранение и предоставление социальных услуг;;;;;;;;;;;;1603,1;807,1;850,6;894,7;845,9;1194,8;1374,5;12955,8;17246,5;19898,0;22942,1;25318,3;27574,5;27972,6;26030,6;;
Предоставление прочих коммунальных, социальных и персональных услуг;;;;;;;;;;;;119,1;-210,7;-1562,9;4048,8;4546,5;7661,9;8010,6;10870,7;9363,0;8313,0;9093,2;10285,8;11052,3;-18867,1;-17703,4;;
Деятельность домашних хозяйств;;;;;;;;;;;;;;;;;;;;0,3;0,0;0,0;0,0;0,0;0,0;0,0;;
Итого  по видам деятельности;;;;;;;;;;;;598002,5;524034,1;707026,6;1156259,7;1446853,8;1571274,9;2124271,3;1498623,7;1950704,0;548593,7;663038,9;797874,3;712094,1;804163,8;879928,9;;
В соответствии с Общероссийским классификатором видов экономической деятельности ОК 029-2014 (КДЕС Ред.2) ОКВЭД2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Сельское, лесное хозяйство, охота, рыболовство и рыбоводство;;;;;;;;;;;;;;;;;;;;;;;;;;;-19251,9;
Добыча полезных ископаемых;;;;;;;;;;;;;;;;;;;;;;;;;;;121021,1;
Обрабатывающие производства;;;;;;;;;;;;;;;;;;;;;;;;;;;85430,2;
"Обеспечение электрической энергией, газом и паром; кондиционирование воздуха";;;;;;;;;;;;;;;;;;;;;;;;;;;95221,7;
"Водоснабжение; воотведение, организация сбора и утилизации отходов, деятельность по ликвидации загрязнений";;;;;;;;;;;;;;;;;;;;;;;;;;;16218,4;
Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;27647,2;
"Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов";;;;;;;;;;;;;;;;;;;;;;;;;;;134861,5;
Транспортировка и храние;;;;;;;;;;;;;;;;;;;;;;;;;;;138997,0;
Деятельность гостиниц и предприятий общественного питания;;;;;;;;;;;;;;;;;;;;;;;;;;;9401,2;
Деятельность в области информации и связи;;;;;;;;;;;;;;;;;;;;;;;;;;;-2368,6;
Деятельность финансовая и страховая;;;;;;;;;;;;;;;;;;;;;;;;;;;105249,6;
Деятельность по операциям с недвижимым имуществом;;;;;;;;;;;;;;;;;;;;;;;;;;;111292,6;
Деятельность профессиональная, научная и техническая;;;;;;;;;;;;;;;;;;;;;;;;;;;40536,5;
Деятельность административная и сопутствующие дополнительные услуги;;;;;;;;;;;;;;;;;;;;;;;;;;;5856,3;
"Государственное управление и обеспечение военной безопасности;  социальное отрахование";;;;;;;;;;;;;;;;;;;;;;;;;;;29711,6;
Образование;;;;;;;;;;;;;;;;;;;;;;;;;;;41255,6;
Деятельность в области здравоохранения и социальных услуг;;;;;;;;;;;;;;;;;;;;;;;;;;;26415,1;
Деятельность в области культуры, спорта, организации досуга и развлечений;;;;;;;;;;;;;;;;;;;;;;;;;;;6018,9;
Предоставление прочих видов услуг;;;;;;;;;;;;;;;;;;;;;;;;;;;3207,7;
"Деятельность домашних хозяйств как работодателей; недифференцированная деятельность частных домашних хозяйств по производству товаров и оказанию услуг для собственного потребления ";;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;
"Валовая прибыль экономики (в текущих ценах; миллионов рублей)";;;;;;;;;;;;;;;;;;;;;;;;;;;;
В соответствии с Общероссийским классификатором видов экономической деятельности  ОК 029-2007 (Кдес Ред.1.1) ОКВЭД;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Сельское хозяйство, охота и лесное хозяйство;;;;;;;;;;;;409041,4;479859,9;563142,4;668963,1;758698,3;927551,9;1159499,8;1201848,9;1134629,6;1581228,0;1666833,2;1718008,4;2185413,9;2663699,2;2725300,9;;
Рыболовство, рыбоводство;;;;;;;;;;;;20363,6;49197,2;49144,9;39200,1;40255,0;34254,8;32029,5;45758,7;62154,1;59195,3;64610,9;65205,7;82689,6;134988,8;148451,2;;
Добыча полезных ископаемых;;;;;;;;;;;;100988,7;155391,8;559953,9;801630,8;981282,3;1354829,0;1279134,9;1423937,9;2031347,0;4158276,3;4679478,1;4922663,1;5181564,7;6112976,8;6105422,6;;
Обрабатывающие производства;;;;;;;;;;;;757573,8;855601,7;1368212,3;2087015,7;2530397,8;2856173,9;3474136,0;2609204,3;3227017,9;4060319,8;4740576,3;4604671,5;5341917,0;6428163,2;6173575,6;;
Производство и распределение электроэнергии, газа и воды;;;;;;;;;;;;142174,6;176563,4;267981,8;271253,6;326794,0;353691,6;440663,9;711113,5;783552,4;871366,5;852536,6;904733,0;876387,1;1062840,5;1153410,3;;
Строительство;;;;;;;;;;;;188309,7;412898,0;463917,8;503869,8;651161,5;851170,1;1159269,8;1119794,5;1497299,5;2493679,4;2878254,9;2800659,1;2977920,1;2872070,1;2889825,3;;
"Оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования";;;;;;;;;;;;1952648,6;2251031,1;2546912,9;3020930,1;3902979,7;4553483,5;5320574,0;4584817,3;5878770,7;6182160,0;6821817,2;7197182,1;7642636,4;8089065,8;7151833,0;;
Гостиницы и рестораны;;;;;;;;;;;;51725,0;57922,4;90811,4;116914,0;139078,5;192480,1;231690,9;216775,5;231306,2;280326,6;317980,9;321967,9;347927,8;386451,4;391193,4;;
Транспорт и связь;;;;;;;;;;;;534633,7;683291,6;934043,2;1062785,6;1287188,3;1632785,1;1873877,7;1789581,1;2217016,6;2031826,2;2378271,3;2749831,5;2987505,5;3437511,1;3700728,1;;
Финансовая деятельность ;;;;;;;;;;;;116992,2;186682,0;243085,7;365733,8;521433,4;644705,8;768681,9;989833,3;929833,0;933534,5;1225995,9;1546072,3;1781541,8;1224334,5;1831139,3;;
Операции с недвижимым имуществом, аренда и предоставление услуг;;;;;;;;;;;;717551,8;852579,0;953966,3;1174204,6;1465021,7;1974021,9;2421304,7;2530878,9;3203029,2;7022678,6;7912929,1;8682284,2;9135745,1;9906614,3;10483333,8;;
"Государственное управление и обеспечение военной безопасности; социальное страхование";;;;;;;;;;;;21615,1;31718,4;33453,4;38476,5;42279,3;51513,7;65374,7;70421,6;70190,9;1043684,6;1293923,6;1526599,7;1630664,0;1866592,6;2231911,5;;
Образование;;;;;;;;;;;;27698,4;30497,7;52992,7;58518,5;62696,1;76803,4;91844,6;87999,7;92588,0;107085,1;150370,6;145756,2;165281,5;191401,9;191815,4;;
Здравоохрание и предоставление социальных услуг;;;;;;;;;;;;48306,6;63466,6;69989,7;86325,7;96910,7;100605,7;125329,2;137210,0;145508,9;167501,1;160786,4;175944,5;208630,6;246153,9;243425,3;;
Предоставление прочих коммунальных, социальных и персональных услуг;;;;;;;;;;;;77567,2;74027,4;104195,3;142317,2;188407,7;233011,2;255254,3;191910,7;221464,4;283943,7;318667,6;350714,2;362416,9;466054,3;495881,8;;
Деятельность домашних хозяйств;;;;;;;;;;;;;;;;;;;;29,0;56,0;0,0;0,2;0,0;0,0;0,0;;
Итого  по видам деятельности;;;;;;;;;;;;5167190,4;6360728,2;8301803,7;10438139,1;12994584,3;15837081,7;18698665,9;17711085,7;21725737,5;31276861,8;35463032,8;37712293,4;40908242,0;45088918,4;45917247,5;;
Кроме того, оплата труда  и смешанные доходы, не наблюдаемые прямыми статистическими методами,    рассчитанные на основе баланса (без распределения по видам экономической деятельности);;;;;;;;;;;;-1249000,0;-1496400,0;-1995100,0;-2551000,0;-3450000,0;-4450000,0;-5200000,0;-5790000,0;-6632000,0;-6128000,0;-7331000,0;-8433000,0;-10100000,0;-9670000,0;-10131000,0;;
 Всего, включая оплату труда и смешанные доходы, не наблюдаемые прямыми статистическими методами ;;;;;;;;;;;;3918190,4;4864328,2;6306703,7;7887139,1;9544584,3;11387081,7;13498665,9;11921085,7;15093737,5;25148861,8;28132032,8;29279293,4;30808242,0;35418918,4;35786247,5;;
В соответствии с Общероссийским классификатором видов экономической деятельности ОК 029-2014 (КДЕС Ред.2) ОКВЭД2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Сельское, лесное хозяйство, охота, рыболовство и рыбоводство;;;;;;;;;;;;;;;;;;;;;;;;;;;2885900,0;
Добыча полезных ископаемых;;;;;;;;;;;;;;;;;;;;;;;;;;;7195138,2;
Обрабатывающие производства;;;;;;;;;;;;;;;;;;;;;;;;;;;6459475,0;
"Обеспечение электрической энергией, газом и паром; кондиционирование воздуха";;;;;;;;;;;;;;;;;;;;;;;;;;;1166033,1;
"Водоснабжение; воотведение, организация сбора и утилизации отходов, деятельность по ликвидации загрязнений";;;;;;;;;;;;;;;;;;;;;;;;;;;147065,5;
Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;3122304,5;
"Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов";;;;;;;;;;;;;;;;;;;;;;;;;;;7322523,0;
Транспортировка и храние;;;;;;;;;;;;;;;;;;;;;;;;;;;3396732,4;
Деятельность гостиниц и предприятий общественного питания;;;;;;;;;;;;;;;;;;;;;;;;;;;390626,8;
