;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
СОЦИАЛЬНО-ЭКОНОМИЧЕСКИЕ ПОКАЗАТЕЛИ РОССИЙСКОЙ ФЕДЕРАЦИИ В 1991-2024 гг.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Обеспечение электрической энергией, газом и паром; кондиционирование воздуха";;;;;;;;;;;;;;;;;;;;;419,8;459,3;426,0;447,9;685,6;680,1;906,1;920,8;1 557,9;1 297,7;1 708,0;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Водоснабжение; воотведение, организация сбора и утилизации отходов, деятельность по ликвидации загрязнений";;;;;;;;;;;;;;;;;;;;;3 314,4;8 894,2;10 087,6;10 953,8;15 128,0;15 851,1;14 090,5;12 158,9;10 989,8;3 761,5;12 194,2;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Строительство;;;;;;;;;;;;;;;;;;;;;204 555,1;236 182,9;256 619,0;323 690,1;411 780,8;443 631,6;465 753,5;503 979,3;596 828,1;657 413,2;752 713,4;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Торговля оптовая и розничная; ремонт автотранспортных средств 
и мотоциклов";;;;;;;;;;;;;;;;;;;;;1 526 371,4;1 668 485,8;1 738 844,8;1 688 979,1;1 726 480,2;1 671 691,6;1 658 641,3;1 625 790,7;1 740 526,5;1 478 084,7;1 792 074,8;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Транспортировка и храние;;;;;;;;;;;;;;;;;;;;;253 009,1;298 087,4;305 775,4;362 448,2;406 921,9;428 689,9;455 327,7;450 061,9;478 989,2;402 204,4;561 358,9;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Деятельность гостиниц и предприятий общественного питания;;;;;;;;;;;;;;;;;;;;;114 177,0;120 096,6;125 912,8;133 195,4;161 620,9;161 029,8;162 492,4;163 962,6;174 249,8;124 149,5;185 725,8;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Деятельность в области информации 
и связи";;;;;;;;;;;;;;;;;;;;;23 142,6;22 119,2;22 734,3;26 093,4;58 100,9;73 345,8;128 088,9;142 975,7;188 933,5;211 654,0;302 753,0;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Деятельность финансовая и страховая;;;;;;;;;;;;;;;;;;;;;19 513,5;21 536,1;35 363,3;36 715,1;35 657,1;42 819,4;43 449,5;44 253,0;41 180,4;46 072,3;51 388,3;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Деятельность по операциям 
с недвижимым имуществом";;;;;;;;;;;;;;;;;;;;;3 889 331,9;4 713 892,3;4 747 236,2;4 906 031,4;5 046 307,3;5 255 899,0;5 512 341,6;5 919 156,8;6 480 963,4;6 953 809,9;9 194 991,8;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Деятельность профессиональная, научная и техническая;;;;;;;;;;;;;;;;;;;;;87 622,1;109 064,9;117 211,2;134 840,9;180 971,0;225 073,2;296 780,3;354 265,6;416 650,8;405 888,5;543 234,6;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Деятельность административная 
и сопутствующие дополнительные услуги";;;;;;;;;;;;;;;;;;;;;32 242,2;45 611,9;47 558,7;45 807,4;83 721,2;92 106,7;138 895,0;145 911,7;178 798,4;245 470,3;320 616,6;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Государственное управление 
и обеспечение военной безопасности;  социальное отрахование";;;;;;;;;;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Образование;;;;;;;;;;;;;;;;;;;;;33 083,9;72 382,8;81 643,8;87 626,8;103 510,6;104 651,0;110 420,3;113 739,0;119 474,2;101 720,7;117 615,2;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Деятельность в области здравоохранения и социальных услуг;;;;;;;;;;;;;;;;;;;;;33 599,1;50 228,9;56 667,0;58 808,4;67 954,3;72 092,5;77 122,7;74 164,5;77 853,8;72 033,3;75 952,8;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Деятельность в области культуры, спорта, организации досуга 
и развлечений";;;;;;;;;;;;;;;;;;;;;15 666,3;28 601,7;28 364,7;34 151,0;47 199,6;40 356,6;75 176,4;75 827,0;103 505,4;54 356,4;110 229,3;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Предоставление прочих видов услуг;;;;;;;;;;;;;;;;;;;;;52 113,9;94 864,3;119 311,1;124 446,1;159 703,1;165 492,3;181 776,4;202 283,4;222 968,4;175 023,9;236 552,2;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Деятельность домашних хозяйств 
как работодателей; недифференцированная деятельность частных домашних хозяйств 
по производству товаров и оказанию услуг для собственного потребления ";;;;;;;;;;;;;;;;;;;;;338 573,0;375 849,0;406 093,2;436 077,0;482 588,4;506 278,7;503 443,1;596 881,7;523 043,4;388 120,0;380 955,1;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Итого в основных ценах;;;;;;;;;;;;;;;;;;;;;7 746 983,1;9 012 243,9;9 412 311,4;9 859 429,8;10 709 486,2;11 029 374,2;11 494 576,6;12 145 497,2;13 159 905,9;13 296 904,3;17 097 857,7;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Сектор ""Некоммерческие организации, обслуживающие домашние хозяйства""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Сельское, лесное хозяйство, охота, рыболовство и рыбоводство;;;;;;;;;;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Добыча полезных ископаемых;;;;;;;;;;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Обрабатывающие производства;;;;;;;;;;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Обеспечение электрической энергией, газом и паром; кондиционирование воздуха";;;;;;;;;;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Водоснабжение; воотведение, организация сбора и утилизации отходов, деятельность по ликвидации загрязнений";;;;;;;;;;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Строительство;;;;;;;;;;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Торговля оптовая и розничная; ремонт автотранспортных средств 
и мотоциклов";;;;;;;;;;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Транспортировка и храние;;;;;;;;;;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Деятельность гостиниц и предприятий общественного питания;;;;;;;;;;;;;;;;;;;;;5 568,5;6 172,5;5 516,5;5 079,5;5 159,2;5 475,3;5 605,0;5 429,4;5 899,6;1 035,5;6 719,1;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Деятельность в области информации 
и связи";;;;;;;;;;;;;;;;;;;;;182,3;179,8;194,5;404,0;451,3;494,4;559,6;640,6;728,7;3 469,8;8 195,1;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Деятельность финансовая и страховая;;;;;;;;;;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;0,0;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Деятельность по операциям 
с недвижимым имуществом";;;;;;;;;;;;;;;;;;;;;20 300,2;22 087,6;22 587,3;24 855,7;27 461,1;29 387,3;30 622,0;31 668,6;33 628,6;41 503,5;47 808,7;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Деятельность профессиональная, научная и техническая;;;;;;;;;;;;;;;;;;;;;0,4;0,4;0,5;0,5;0,6;0,6;0,7;0,8;0,9;17 895,4;38 893,6;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Деятельность административная 
и сопутствующие дополнительные услуги";;;;;;;;;;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Государственное управление 
и обеспечение военной безопасности;  социальное отрахование";;;;;;;;;;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Образование;;;;;;;;;;;;;;;;;;;;;6 559,4;6 915,4;7 451,3;7 418,6;7 660,3;8 722,1;9 396,3;10 529,5;11 476,1;47 988,7;52 682,4;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Деятельность в области здравоохранения и социальных услуг;;;;;;;;;;;;;;;;;;;;;12 655,2;13 117,0;13 021,4;14 475,9;13 094,7;13 734,0;13 909,4;15 046,3;15 276,1;63 692,8;75 958,2;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Деятельность в области культуры, спорта, организации досуга 
и развлечений";;;;;;;;;;;;;;;;;;;;;11 689,7;11 899,2;12 502,5;13 678,4;14 389,6;15 389,7;16 892,9;18 873,5;19 138,3;43 057,6;47 911,3;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Предоставление прочих видов услуг;;;;;;;;;;;;;;;;;;;;;63 932,9;71 935,8;76 807,0;88 500,1;97 948,9;107 335,4;121 112,3;139 252,7;145 623,7;108 508,4;111 338,3;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Деятельность домашних хозяйств 
как работодателей; недифференцированная деятельность частных домашних хозяйств 
по производству товаров и оказанию услуг для собственного потребления ";;;;;;;;;;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Итого в основных ценах;;;;;;;;;;;;;;;;;;;;;120 888,6;132 307,7;138 081,0;154 412,7;166 165,6;180 538,8;198 098,3;221 441,5;231 772,2;327 151,7;389 506,6;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Оплата труда наемных работников 
(в текущих ценах; миллионов рублей)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
В соответствии с Общероссийским классификатором видов экономической деятельности  ОК 029-2007 (Кдес Ред.1.1) ОКВЭД;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Сельское хозяйство, охота и лесное хозяйство;;;;;;;;;;;;170 547,8;198 098,1;218 284,7;192 067,0;218 106,8;267 127,1;345 337,7;356 260,3;336 193,2;420 470,8;449 188,1;493 513,1;560 367,0;629 467,9;685 856,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Рыболовство, рыбоводство;;;;;;;;;;;;8 167,5;10 109,4;10 578,7;15 280,5;17 436,3;26 766,8;30 199,7;34 246,9;32 660,1;36 303,9;41 137,6;51 402,6;52 170,2;61 459,1;65 673,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Добыча полезных ископаемых;;;;;;;;;;;;229 261,9;264 610,1;318 459,7;342 858,2;413 503,3;491 823,2;568 354,1;550 831,5;604 913,3;724 194,7;822 460,2;917 499,5;974 341,2;1 081 936,5;1 181 224,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Обрабатывающие производства;;;;;;;;;;;;801 187,6;1 006 180,0;1 169 387,7;1 254 637,9;1 488 098,4;1 903 966,2;2 308 673,4;2 138 168,2;2 375 546,6;2 829 707,9;3 198 998,5;3 550 350,0;3 762 512,2;4 034 924,1;4 195 322,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Производство и распределение электроэнергии, газа и воды;;;;;;;;;;;;175 917,4;214 964,0;259 843,2;314 943,4;377 335,9;469 788,6;548 861,1;631 914,9;688 120,6;816 752,2;891 002,3;972 835,8;1 036 258,0;1 097 598,9;1 163 806,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Строительство;;;;;;;;;;;;310 790,3;285 948,6;377 910,1;481 707,6;545 593,5;773 660,3;1 056 655,3;975 246,8;1 082 538,7;1 448 273,4;1 623 937,3;1 650 711,7;1 676 616,8;1 830 224,2;1 995 873,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования";;;;;;;;;;;;195 068,4;290 308,7;439 454,3;549 634,8;718 445,2;1 123 407,7;1 740 237,1;1 416 532,7;2 074 476,1;2 838 722,0;2 998 654,0;3 044 625,7;3 429 270,7;3 655 531,5;3 868 597,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Гостиницы и рестораны;;;;;;;;;;;;34 013,5;35 077,2;48 046,5;49 963,9;66 501,7;92 010,1;124 200,2;124 694,4;169 108,2;183 976,2;210 483,8;228 965,7;250 153,8;273 747,1;300 812,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Транспорт и связь;;;;;;;;;;;;387 465,0;521 372,4;678 607,9;783 737,3;898 679,3;1 056 713,3;1 311 127,4;1 384 570,0;1 355 615,2;1 846 565,4;2 019 259,3;2 291 088,5;2 315 406,8;2 465 661,2;2 558 734,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Финансовая деятельность;;;;;;;;;;;;140 474,9;179 951,5;209 982,7;299 190,7;405 771,8;544 853,5;697 547,7;646 331,5;763 112,2;910 369,0;1 061 508,5;1 173 724,1;1 245 694,1;1 241 685,0;1 349 082,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Операции с недвижимым имуществом, аренда и предоставление услуг;;;;;;;;;;;;269 817,6;366 506,8;430 954,8;628 855,8;791 862,3;1 089 033,2;1 502 582,3;1 639 620,2;1 646 759,8;1 928 820,2;2 216 140,5;2 618 098,7;2 884 692,4;3 225 943,8;3 415 075,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Государственное управление 
и обеспечение военной безопасности; социальное страхование";;;;;;;;;;;;466 323,0;618 803,2;768 720,8;920 181,5;1 146 478,7;1 414 237,6;1 818 345,1;2 108 149,3;2 333 640,7;2 568 423,0;3 234 344,7;3 647 891,1;3 869 823,1;3 920 099,8;4 039 750,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Образование;;;;;;;;;;;;251 214,9;287 071,3;346 787,4;434 410,3;556 281,7;692 649,2;878 303,8;1 021 705,6;1 106 626,1;1 261 923,3;1 349 452,8;1 542 493,2;1 651 345,1;1 691 550,1;1 731 709,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Здравоохранение и предоставление социальных услуг;;;;;;;;;;;;271 543,3;311 596,1;401 740,9;477 434,3;667 696,5;848 678,2;1 071 139,3;1 210 173,3;1 324 548,0;1 574 415,2;1 776 330,5;2 101 821,2;2 431 090,9;2 507 968,9;2 636 441,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Предоставление прочих коммунальных, социальных и персональных услуг;;;;;;;;;;;;104 307,5;144 390,6;171 177,3;178 363,5;224 114,2;281 399,7;358 196,8;383 168,7;469 759,9;529 618,9;587 446,6;675 960,0;744 142,3;831 534,3;857 212,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Деятельность домашних хозяйств;;;;;;;;;;;;;;;;;;;;17,3;338 517,0;375 849,0;406 093,0;436 077,0;482 588,4;506 278,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Итого  по видам деятельности;;;;;;;;;;;;3 816 100,6;4 734 988,0;5 849 936,7;6 923 266,7;8 535 905,6;11 076 114,7;14 359 761,0;14 621 614,4;16 363 636,0;20 257 053,1;22 856 193,7;25 367 073,9;27 319 961,6;29 031 920,7;30 551 451,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Кроме того, оплата труда  и смешанные доходы, не наблюдаемые прямыми статистическими методами, рассчитанные на основе баланса (без распределения 
по видам экономической деятельности)";;;;;;;;;;;;1 249 000,0;1 496 400,0;1 995 100,0;2 551 000,0;3 450 000,0;4 450 000,0;5 200 000,0;5 790 000,0;6 632 000,0;6 128 000,0;7 331 000,0;8 433 000,0;10 119 000,0;10 717 000,0;10 686 000,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
" Всего, включая оплату труда 
и смешанные доходы, не наблюдаемые прямыми статистическими методами ";;;;;;;;;;;;5 065 100,6;6 231 388,0;7 845 036,7;9 474 266,7;11 985 905,6;15 526 114,7;19 559 761,0;20 411 614,4;22 995 636,0;26 385 053,1;30 187 193,7;33 800 073,9;37 438 961,6;39 748 920,7;41 237 451,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
В соответствии с Общероссийским классификатором видов экономической деятельности ОК 029-2014 (КДЕС Ред.2) ОКВЭД2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Сельское, лесное хозяйство, охота, рыболовство и рыбоводство;;;;;;;;;;;;;;;;;;;;;456 774,8;490 325,7;544 915,8;612 537,2;690 927,0;751 529,9;783 149,4;842 905,0;920 300,6;832 791,8;949 389,2;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Добыча полезных ископаемых;;;;;;;;;;;;;;;;;;;;;722 504,0;820 212,7;914 465,6;970 173,6;1 075 591,0;1 176 639,3;1 309 577,3;1 402 774,3;1 517 666,9;1 617 202,3;1 779 248,3;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Обрабатывающие производства;;;;;;;;;;;;;;;;;;;;;2 787 505,9;3 127 668,8;3 493 205,3;3 686 199,4;3 958 202,9;4 130 341,3;4 433 832,2;4 792 262,1;5 145 600,2;5 463 687,8;6 141 154,2;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Обеспечение электрической энергией, газом и паром; кондиционирование воздуха";;;;;;;;;;;;;;;;;;;;;736 120,2;798 106,2;872 422,4;930 809,0;985 205,9;1 042 497,5;1 100 995,5;1 220 540,6;1 257 706,0;1 310 284,2;1 367 004,2;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Водоснабжение; воотведение, организация сбора и утилизации отходов, деятельность по ликвидации загрязнений";;;;;;;;;;;;;;;;;;;;;168 808,5;199 310,3;204 001,7;235 764,8;231 259,9;234 344,5;257 118,4;282 733,8;296 558,1;337 621,3;371 426,9;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Строительство;;;;;;;;;;;;;;;;;;;;;1 448 273,5;1 623 937,3;1 650 711,7;1 676 616,9;1 830 224,2;1 995 873,6;2 042 018,7;2 325 655,9;2 290 572,8;2 045 147,2;2 258 430,7;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов";;;;;;;;;;;;;;;;;;;;;2 827 908,8;2 990 957,6;3 037 742,9;3 420 875,6;3 646 261,4;3 858 804,8;4 443 949,1;4 569 630,7;4 825 062,3;3 969 185,7;4 605 483,9;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Транспортировка и храние;;;;;;;;;;;;;;;;;;;;;1 585 894,8;1 744 326,3;1 993 431,4;1 986 106,4;2 137 742,1;2 207 333,1;2 384 693,1;2 527 626,6;2 803 468,8;2 865 904,5;3 189 761,4;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Деятельность гостиниц и предприятий общественного питания;;;;;;;;;;;;;;;;;;;;;183 976,2;210 483,8;228 965,7;250 153,8;273 747,1;300 812,9;324 485,7;350 056,9;381 914,6;334 093,6;452 641,8;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Деятельность в области информации 
и связи";;;;;;;;;;;;;;;;;;;;;479 812,9;551 045,8;642 193,1;734 057,7;859 506,8;891 298,7;923 695,6;1 089 248,2;1 346 708,9;1 544 516,7;1 826 722,0;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Деятельность финансовая и страховая;;;;;;;;;;;;;;;;;;;;;910 369,0;1 061 508,5;1 173 724,1;1 245 694,1;1 241 685,0;1 349 082,4;1 428 288,9;1 524 883,6;1 675 020,9;1 735 686,1;1 932 462,5;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Деятельность по операциям 
с недвижимым имуществом";;;;;;;;;;;;;;;;;;;;;398 780,0;444 543,5;540 584,3;603 990,5;640 085,3;628 373,5;635 210,1;694 618,9;790 669,7;721 464,7;781 293,8;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Деятельность профессиональная, научная и техническая;;;;;;;;;;;;;;;;;;;;;1 106 291,6;1 265 546,4;1 453 571,1;1 539 211,4;1 707 103,6;1 807 309,1;1 836 466,3;1 925 742,4;2 219 528,7;2 518 692,0;2 635 376,4;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Деятельность административная 
и сопутствующие дополнительные услуги";;;;;;;;;;;;;;;;;;;;;290 500,2;330 910,1;382 855,3;449 683,4;500 894,0;563 497,6;582 294,9;656 143,2;842 153,1;927 267,9;974 234,8;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Государственное управление 
и обеспечение военной безопасности;  социальное отрахование";;;;;;;;;;;;;;;;;;;;;2 568 423,0;3 234 344,6;3 647 891,0;3 869 823,1;3 901 575,1;4 039 750,1;4 176 393,5;4 481 719,5;4 500 290,6;4 838 947,8;5 318 743,6;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Образование;;;;;;;;;;;;;;;;;;;;;1 469 547,4;1 609 571,5;1 854 126,9;1 994 008,0;2 076 457,9;2 178 567,9;2 341 198,7;2 679 684,1;2 918 279,5;3 068 237,4;3 352 015,5;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Деятельность в области здравоохранения и социальных услуг;;;;;;;;;;;;;;;;;;;;;1 362 792,1;1 505 829,9;1 783 649,7;2 079 146,0;2 113 202,5;2 179 778,2;2 226 571,6;2 682 385,9;2 926 538,4;3 341 154,5;3 750 983,1;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Деятельность в области культуры, спорта, организации досуга 
и развлечений";;;;;;;;;;;;;;;;;;;;;281 040,9;331 312,3;392 332,7;434 689,5;480 844,9;492 001,4;514 209,5;619 459,9;646 228,1;663 574,9;786 133,6;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Предоставление прочих видов услуг;;;;;;;;;;;;;;;;;;;;;133 212,8;140 403,3;150 189,8;164 344,3;198 815,4;217 336,8;229 944,8;270 856,5;285 735,9;273 123,3;277 842,9;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Деятельность домашних хозяйств 
как работодателей; недифференцированная деятельность частных домашних хозяйств 
по производству товаров и оказанию услуг для собственного потребления ";;;;;;;;;;;;;;;;;;;;;338 517,0;375 849,0;406 093,0;436 077,0;482 588,4;506 278,7;503 443,1;596 881,7;523 043,4;388 120,0;380 955,1;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Итого  по видам деятельности;;;;;;;;;;;;;;;;;;;;;20 257 053,6;22 856 193,6;25 367 073,5;27 319 961,7;29 031 920,8;30 551 450,8;32 477 536,4;35 535 809,8;38 113 047,5;38 796 703,7;43 131 303,9;50 241 356,8;58 016 587,9;70 829 732,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Кроме того, оплата труда  и смешанные доходы, не наблюдаемые прямыми статистическими методами, рассчитанные на основе баланса (без распределения 
по видам экономической деятельности)";;;;;;;;;;;;;;;;;;;;;6 128 000,0;7 331 000,0;8 433 000,0;10 119 000,0;10 717 000,0;10 686 000,0;11 420 000,0;10 880 000,0;10 270 000,0;9 900 000,0;11 750 000,0;13 470 000,0;15 580 000,0;17 450 000,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
" Всего, включая оплату труда 
и смешанные доходы, не наблюдаемые прямыми статистическими методами ";;;;;;;;;;;;;;;;;;;;;26 385 053,6;30 187 193,6;33 800 073,5;37 438 961,7;39 748 920,8;41 237 450,8;43 897 536,4;46 415 809,8;48 383 047,5;48 696 703,7;54 881 303,9;63 711 356,8;73 596 587,9;88 279 732,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Другие чистые налоги на производство 
(в текущих ценах; миллионов рублей)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
В соответствии с Общероссийским классификатором видов экономической деятельности  ОК 029-2007 (Кдес Ред.1.1) ОКВЭД;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Сельское хозяйство, охота и лесное хозяйство;;;;;;;;;;;;-5 830,2;-10 526,7;-8 066,9;3 152,8;4 479,9;99,7;-18 262,9;-53 688,0;-19 289,8;-57 804,9;-52 912,8;-22 306,2;-78 715,3;-53 029,5;-51 487,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Рыболовство, рыбоводство;;;;;;;;;;;;504,5;104,1;2 004,9;1 029,9;381,0;590,6;457,2;634,2;2 163,3;1 003,5;2 061,3;1 376,6;1 329,2;3 919,7;9 278,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Добыча полезных ископаемых;;;;;;;;;;;;308 179,3;349 798,7;533 233,3;919 798,3;1 114 660,2;1 018 875,6;1 437 137,2;910 635,0;1 206 552,0;65 261,2;64 834,0;79 970,5;77 359,5;92 886,4;99 683,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Обрабатывающие производства;;;;;;;;;;;;86 764,6;35 889,5;53 343,7;46 806,0;97 474,3;265 099,3;381 126,4;257 971,5;332 092,9;81 572,1;92 684,4;108 685,4;83 022,1;77 460,2;76 571,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Производство и распределение электроэнергии, газа и воды;;;;;;;;;;;;31 360,9;22 547,0;20 514,3;22 210,7;22 851,7;32 404,8;44 442,4;45 709,0;55 415,1;56 298,7;58 767,5;69 196,5;71 567,6;78 365,1;85 576,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Строительство;;;;;;;;;;;;14 443,8;4 180,3;5 240,1;4 368,5;5 203,8;9 069,6;9 400,2;6 442,3;7 975,6;16 976,9;18 800,4;19 653,2;20 333,0;19 859,6;22 303,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
